id,title,release_date,moby_score,moby_url,platforms,genres,developers,publishers
122362,Hospi Avontuur,2018-11-12,,https://www.mobygames.com/game/122362/hospi-avontuur/,"Android, iPhone, iPad","Educational, Real-time, Fantasy, Health / nutrition, Comedy, 3rd-person (Other), Healthcare, Point and select, Direct control",Polygoat BVBA,Polygoat BVBA
90616,I Spy Arcade: Match Attack,2011-12-21,,https://www.mobygames.com/game/90616/i-spy-arcade-match-attack/,iPhone,"Educational, Top-down, Puzzle, Fixed / flip-screen",,"Scholastic, Inc."
90615,I Spy: Riddle Race,2009-09-10,,https://www.mobygames.com/game/90615/i-spy-riddle-race/,iPhone,"Educational, Hidden object",CodeWalla,"Scholastic, Inc."
163243,Ice Flows,2016-09-08,,https://www.mobygames.com/game/163243/ice-flows/,"iPad, Android, iPhone, Browser","Simulation, Educational, Real-time, Puzzle elements, Ecology / nature, Puzzle, 3rd-person (Other), Fixed / flip-screen",University of Exeter,"University of Exeter, Inhouse Visuals"
163240,Immigration Nation!,2010,,https://www.mobygames.com/game/163240/immigration-nation/,"Browser, iPad, Android","Simulation, 1st-person, Educational, Managerial / business simulation, Naval / watercraft, Turn-based, Fixed / flip-screen, Contemporary, North America","Filament Games, LLC","iCivics, Inc."
155736,Incredibox,2009-08,,https://www.mobygames.com/game/155736/incredibox/,"Browser, iPhone, Macintosh, iPad, Android, Windows Apps","Educational, Music, Music / rhythm, Point and select",So Far So Good,So Far So Good
104008,It's Spring Again,2015-11-22,,https://www.mobygames.com/game/104008/its-spring-again/,"Nintendo Switch, Macintosh, Linux, iPhone, PS Vita, Windows, Android, iPad","Educational, Side view, Ecology / nature, 2D scrolling, Point and select",Baba Yaga Games,"Baba Yaga Games, Sometimes You"
121948,Izzie's Math Game,2016-10-05,,https://www.mobygames.com/game/121948/izzies-math-game/,"iPad, iPhone","Simulation, Educational, Math / logic, 3rd-person (Other)",TabTale d.o.o.,TabTale d.o.o.
112250,Janosch: The Trip to Panama,2015-02-10,,https://www.mobygames.com/game/112250/janosch-the-trip-to-panama/,"iPhone, iPad, Android","Educational, Side view",Mimimi Productions UG,Mixtvision Mediengesellschaft GmbH
110080,Jokie,2013-02-18,,https://www.mobygames.com/game/110080/jokie/,"Android, iPad","Action, 1st-person, Educational, Music, Ecology / nature, Licensed, Puzzle, Fixed / flip-screen, Point and select",Efteling B.V.,Efteling B.V.
155511,Jonty the Dinosaur's Birthday,2017-11-17,,https://www.mobygames.com/game/155511/jonty-the-dinosaurs-birthday/,"iPad, Android, iPhone","Educational, Reading / writing, Fantasy, 3rd-person (Other), Fixed / flip-screen, Point and select, Interactive book",Sodigital,Oken Studios Limited
177794,JumpStart Academy Preschool,2019-01-24,,https://www.mobygames.com/game/177794/jumpstart-academy-preschool/,"iPhone, iPad, Android","1st-person, Educational, Math / logic, Reading / writing, Pre-school / toddler, Graphics / art, Health / nutrition, Sociology, Diagonal-down, Mini-games, Direct control","Knowledge Adventure, Inc.","Knowledge Adventure, Inc."
84542,JumpStart Blast-Off: Early Reading,2014-01-16,,https://www.mobygames.com/game/84542/jumpstart-blast-off-early-reading/,"iPhone, iPad","Educational, Reading / writing",,"Knowledge Adventure, Inc."
108055,JumpStart Blast-Off: Math,2014-01-16,,https://www.mobygames.com/game/108055/jumpstart-blast-off-math/,"iPhone, iPad","Educational, Math / logic","Knowledge Adventure, Inc.","Knowledge Adventure, Inc."
84544,JumpStart Junior,2016-12-14,,https://www.mobygames.com/game/84544/jumpstart-junior/,"iPhone, iPad","Educational, Math / logic, Reading / writing, Pre-school / toddler, Music, Graphics / art, Science, Sociology",,"Knowledge Adventure, Inc."
84510,JumpStart Pet Rescue,2009-09-01,,https://www.mobygames.com/game/84510/jumpstart-pet-rescue/,"Wii, iPhone, Android, iPad","Educational, Math / logic, Reading / writing, Graphics / art","Knowledge Adventure India Pvt. Ltd., Knowledge Adventure, Inc.","Knowledge Adventure, Inc."
109507,Kana Mind,2011-11-04,,https://www.mobygames.com/game/109507/kana-mind/,"Android, iPhone","Educational, Cards / tiles, Game show / trivia / quiz, Reading / writing, Meditative / Zen, Foreign language, Tile matching puzzle, Point and select",,
197722,Katoa,2023-01-17,,https://www.mobygames.com/game/197722/katoa/,"Android, iPhone","Simulation, Educational, Fantasy, Ecology / nature, Science, Diagonal-down, Point and select",Snowed In Studios Inc.,Sankari Studios
75116,Ketnet Junior,2015-09-29,,https://www.mobygames.com/game/75116/ketnet-junior/,"Android, iPad","Action, Educational, Top-down, Puzzle elements, Math / logic, Pre-school / toddler, Graphics / art, Licensed, 3rd-person (Other)",Small Town Heroes BVBA,VRT NV
153272,King of Math,2011-12-21,,https://www.mobygames.com/game/153272/king-of-math/,"iPhone, Android, iPad","Educational, Game show / trivia / quiz, Math / logic, Fixed / flip-screen, Point and select, Medieval",Oddrobo Software AB,Oddrobo Software AB
179463,Kinoo,2021-12-07,,https://www.mobygames.com/game/179463/kinoo/,"iPhone, iPad","Educational, Pre-school / toddler, Mini-games, Direct control, Motion control, Augmented reality","Kinoo, Inc.","Kinoo, Inc."
104960,Knight's Castle,2012-03-03,,https://www.mobygames.com/game/104960/knights-castle/,"iPhone, Nintendo Switch, iPad, Android","Action, 1st-person, Educational, Side view, Pre-school / toddler, Mini-games, Medieval",winterworks GmbH,winterworks GmbH
137859,Knowledge Trainer: Trivia,2010-12-15,,https://www.mobygames.com/game/137859/knowledge-trainer-trivia/,"Nintendo Switch, Android, iPad, tvOS, iPhone","Educational, Side view, Game show / trivia / quiz, Puzzle, Fixed / flip-screen, Party game, Point and select","Binary Family GmbH, The","Binary Family GmbH, The"
137002,Labo Brick Train,2019-11-06,,https://www.mobygames.com/game/137002/labo-brick-train/,"Android, iPad, Macintosh, iPhone","Simulation, Racing / Driving, Educational, Side view, Science, Train, Puzzle, 2D scrolling, Mini-games, Point and select, Transport",Labo Lado,Labo Lado
163242,LawCraft,2010-05,,https://www.mobygames.com/game/163242/lawcraft/,"Browser, iPad, Android","Simulation, 1st-person, Educational, Managerial / business simulation, Sociology, Turn-based, Fixed / flip-screen, Point and select, Contemporary, North America","Filament Games, LLC","iCivics, Inc."
70206,Learn English With Barney,2014-12-18,,https://www.mobygames.com/game/70206/learn-english-with-barney/,"iPhone, Android, iPad","Educational, Pre-school / toddler, Licensed, Foreign language",QB9 Entertainment,Yuisy
168620,Learn to Count Numbers & Dots,2019-12-05,,https://www.mobygames.com/game/168620/learn-to-count-numbers-dots/,"Android, iPad, iPhone, Nintendo Switch","Educational, Pre-school / toddler, Puzzle, Fixed / flip-screen, Mini-games, Point and select",Didactoons Games SL,"Artax Games, Inc., Didactoons Games SL"
161798,LEGO Duplo Ice Cream,2014-03-09,,https://www.mobygames.com/game/161798/lego-duplo-ice-cream/,"iPhone, Android, iPad","Educational, Pre-school / toddler, Licensed, 3rd-person (Other), Mini-games",,LEGO System A/S
161797,LEGO Duplo Jams,2011-11-11,,https://www.mobygames.com/game/161797/lego-duplo-jams/,"iPhone, iPad","Educational, Side view, Pre-school / toddler",Apptitude LLC,LEGO System A/S
131125,LEGO Duplo Town,2012-02-17,,https://www.mobygames.com/game/131125/lego-duplo-town/,"iPhone, Android, iPad","Educational, Side view, Point and select",Dubit Ltd.,LEGO System A/S
159563,LEGO Duplo World,2019-10-10,,https://www.mobygames.com/game/159563/lego-duplo-world/,"iPhone, iPad, Android","Educational, Side view, Licensed, Point and select",StoryToys Entertainment Limited,StoryToys Entertainment Limited
216717,Leons Identität,2020-09-03,,https://www.mobygames.com/game/216717/leons-identitat/,"iPad, Linux, Windows, Macintosh","Adventure, 1st-person, Educational, Puzzle elements, Sociology, Direct control, Contemporary",btf GmbH,btf GmbH
156292,Les Incollables,2017-06-14,,https://www.mobygames.com/game/156292/les-incollables/,"Blacknut, iPhone, iPad, Android","Action, Educational, Game show / trivia / quiz, Puzzle, 3rd-person (Other), Fixed / flip-screen, Mini-games, Point and select, Direct control, Menu structures",Qwant,Qwant
198932,lexagons,2023-02-02,,https://www.mobygames.com/game/198932/lexagons/,"iPhone, Windows, Macintosh, Android, iPad","Educational, Meditative / Zen, Turn-based, Puzzle, Word construction, Point and select",SKYLE Games,
236765,Little Impacts,2024-03-19,,https://www.mobygames.com/game/236765/little-impacts/,"iPhone, iPad, Android","Educational, Ecology / nature, Visual novel, Mini-games, Point and select, Europe",Quantumfrog GmbH,Umweltbundesamt
17715,Little Monster at School,1993,,https://www.mobygames.com/game/17715/little-monster-at-school/,"Windows 16-bit, CD-i, Macintosh, iPhone, Android, iPad, Windows","Educational, Reading / writing, Fantasy, Licensed, 3rd-person (Other), Fixed / flip-screen, Point and select",Living Books,"Wanderful Inc., Philips Interactive Media, Inc., Learning Company, Inc., The, Jordan Freeman Group, LLC, Living Books"
140200,Little Mouse's Encyclopedia,2019-02-01,,https://www.mobygames.com/game/140200/little-mouses-encyclopedia/,"iPad, Xbox Series, Windows Apps, Android, Xbox One, Windows Phone, Windows, Linux, iPhone, Nintendo Switch, Macintosh","Educational, Side view, Pre-school / toddler, Meditative / Zen, Fantasy, Ecology / nature, 2D scrolling, Point and select",Circus Atos s.r.o.,"Circus Atos s.r.o., RedDeerGames Sp. z o.o."
123476,Little Shopping,2015-12-10,,https://www.mobygames.com/game/123476/little-shopping/,"iPad, tvOS, Nintendo Switch, iPhone","1st-person, Educational, Math / logic, Fixed / flip-screen, Point and select",Tenkai PL S.C.,"Ultimate Games S.A., Tenkai PL S.C."
91510,Lola's ABC Party,2013-07-03,,https://www.mobygames.com/game/91510/lolas-abc-party/,"Nintendo 3DS, iPhone, Macintosh, Windows Apps, Android, iPad","Educational, Reading / writing",BeiZ Ltd.,BeiZ Ltd.
88892,Lola's Alphabet Train,2010-07-02,,https://www.mobygames.com/game/88892/lolas-alphabet-train/,"Nintendo DSi, iPad, Android, iPhone, Macintosh, Fire OS","Educational, Reading / writing, Pre-school / toddler",BeiZ Ltd.,BeiZ Ltd.
88893,Lola's Fruit Shop Sudoku,2011-07-19,,https://www.mobygames.com/game/88893/lolas-fruit-shop-sudoku/,"Nintendo DSi, iPad, MeeGo, Android, iPhone, Symbian, Macintosh","Educational, Math / logic, Puzzle, Diagonal-down",BeiZ Ltd.,BeiZ Ltd.
91509,Lola's Math Train,2012-05-27,,https://www.mobygames.com/game/91509/lolas-math-train/,"Nintendo 3DS, iPad, Windows Apps, Android, iPhone, Macintosh, Fire OS","Educational, Math / logic",BeiZ Ltd.,BeiZ Ltd.
48772,LoveCatch,2009-12-03,,https://www.mobygames.com/game/48772/lovecatch/,"iPhone, Android","Action, Arcade, Educational, Real-time, Gambling, Math / logic, Anime / Manga, 3rd-person (Other)",HyperDevbox Japan,HyperDevbox Japan
66090,Lumosity,2007-07-11,,https://www.mobygames.com/game/66090/lumosity/,"Browser, iPhone, iPad, Android","Educational, Math / logic, Health / nutrition, Mental training, Puzzle, Point and select","Lumos Labs, Inc.","Lumos Labs, Inc."
123273,Lyrica,2017-11-15,,https://www.mobygames.com/game/123273/lyrica/,"Nintendo Switch, iPhone, iPad, Android","Action, 1st-person, Educational, Music / rhythm, China (Ancient / Imperial), Contemporary",RNOVA Studio,"COSEN Co., Ltd., Han Chuang Culture and Art Co., Ltd."
136221,Mammals,2017-03-21,,https://www.mobygames.com/game/136221/mammals/,"iPhone, iPad","Educational, Ecology / nature, Fixed / flip-screen, Point and select",Tinybop Inc.,Tinybop Inc.
46311,Map My Mind,2009-12-22,,https://www.mobygames.com/game/46311/map-my-mind/,iPhone,"Educational, Puzzle elements, Music, Geography, History, Science, Sociology, Mental training",Tragnarion Studios,Bitbox S.L.
137595,Marblelous Animals: Wag World,2019-04-11,,https://www.mobygames.com/game/137595/marblelous-animals-wag-world/,"Nintendo Switch, iPad, Android, iPhone","Adventure, Educational, Side view, Platform, Board game, Fantasy, Ecology / nature, 3rd-person (Other), Fixed / flip-screen, Party game, Direct control, Africa",Moad Studio,"BadLand Games Publishing, S.L."
69084,Marc Brown's Arthur's Teacher Trouble,1994,,https://www.mobygames.com/game/69084/marc-browns-arthurs-teacher-trouble/,"Linux, Windows, Windows 16-bit, Macintosh, iPhone, Android, iPad","Educational, Reading / writing, Licensed",Living Books,"Wanderful Inc., Living Books, Jordan Freeman Group, LLC"
84543,Math Blaster: B-Force Blaster,2011-05-04,,https://www.mobygames.com/game/84543/math-blaster-b-force-blaster/,"iPhone, iPad","Educational, Math / logic",,"Knowledge Adventure, Inc."
84509,Math Blaster: HyperBlast,2010-12-18,,https://www.mobygames.com/game/84509/math-blaster-hyperblast/,"iPad, iPhone","Educational, Math / logic",,"Knowledge Adventure, Inc."
84536,Math Blaster: HyperBlast 2 HD,2012-04-19,,https://www.mobygames.com/game/84536/math-blaster-hyperblast-2-hd/,"iPhone, iPad","Educational, Math / logic",,"Knowledge Adventure, Inc."
82938,Math Blaster: Premium,2015-05-16,,https://www.mobygames.com/game/82938/math-blaster-premium/,iPad,"Educational, Math / logic",,"Knowledge Adventure, Inc."
84518,Math Blaster: Space Zapper,2011-03-08,,https://www.mobygames.com/game/84518/math-blaster-space-zapper/,"iPad, iPhone","Educational, Math / logic",,"Knowledge Adventure, Inc."
172955,Math Classroom Challenge,2017-12-08,,https://www.mobygames.com/game/172955/math-classroom-challenge/,"Xbox One, Windows Apps, iPad, tvOS, Macintosh, Nintendo Switch, iPhone, Windows","Adventure, 1st-person, Educational, Shooter, Math / logic, Fantasy, Direct control",Titan Deep Space Company,"Isdec Soluciones Globales En RR.HH., S.L., Titan Deep Space Company"
63442,Math Claw Machine: Sweet Games,2013-10-28,,https://www.mobygames.com/game/63442/math-claw-machine-sweet-games/,"iPhone, iPad, Android","1st-person, Educational, Math / logic",Peaksel d.o.o.,"GoodSoundsApps, Peaksel d.o.o."
63441,Math Duel: 2 Player Math Game,2013-07-04,,https://www.mobygames.com/game/63441/math-duel-2-player-math-game/,"Android, iPad, iPhone, Nintendo Switch","Educational, Top-down, Math / logic",Peaksel d.o.o.,"GoodSoundsApps, Peaksel d.o.o."
176151,Math for Candy,2020-03-14,,https://www.mobygames.com/game/176151/math-for-candy/,"iPad, Android, iPhone","Educational, Math / logic, Fixed / flip-screen, Menu structures",Creasaur Games,Creasaur Games
63443,Math vs. Undead: Math Workout,2013-07-01,,https://www.mobygames.com/game/63443/math-vs-undead-math-workout/,"Android, iPad, iPhone","Educational, Math / logic, 3rd-person (Other)",Peaksel d.o.o.,"GoodSoundsApps, Peaksel d.o.o."
142349,MathLand,2018-01-12,,https://www.mobygames.com/game/142349/mathland/,"Android, iPad, iPhone, Nintendo Switch","Action, Educational, Math / logic, Puzzle, Diagonal-down",Didactoons Games SL,"Artax Games, Inc., Didactoons Games SL"
124614,MATHster Frog,2010-10-24,,https://www.mobygames.com/game/124614/mathster-frog/,iPhone,"Educational, Side view, Math / logic, Mental training, Fixed / flip-screen, Point and select, Japan (Ancient/Classical/Medieval)",Otter Town,Otter Town
174649,Max and the Secret Formula: In search of the hidden numbers,1995,,https://www.mobygames.com/game/174649/max-and-the-secret-formula-in-search-of-the-hidden-numbers/,"iPad, Windows 16-bit, Android, iPhone, Macintosh","Adventure, Educational, Real-time, Reading / writing, Pre-school / toddler, Hidden object, Fixed / flip-screen, Mini-games, Graphic adventure, Point and select","Tivola Publishing, Inc.","Tivola Publishing, Inc."
130145,Mazaam: The Musical Genius,2019-05-22,,https://www.mobygames.com/game/130145/mazaam-the-musical-genius/,"iPad, Android, iPhone","Educational, Side view, Puzzle elements, Music, Fixed / flip-screen, Mini-games, Point and select, Motion control",Mazaam Interactive Inc.,Mazaam Interactive Inc.
136220,Me: A Kid's Diary,2016-11-02,,https://www.mobygames.com/game/136220/me-a-kids-diary/,"iPhone, iPad","Educational, Reading / writing, Pre-school / toddler, Fixed / flip-screen, Point and select",Tinybop Inc.,Tinybop Inc.
82866,Mia: The Happy Helper,2014-12-29,,https://www.mobygames.com/game/82866/mia-the-happy-helper/,"iPad, Android","Educational, Pre-school / toddler, Fantasy, Point and select",Kutoka Interactive Inc,Kutoka Interactive Inc
40744,Million Dollar Password: 2009 Edition,2008-11-19,,https://www.mobygames.com/game/40744/million-dollar-password-2009-edition/,"Windows, iPhone, Macintosh","Strategy / tactics, Educational, Game show / trivia / quiz, Reading / writing, Licensed",Fuel Games,"GameHouse, Inc., RealArcade, Real Networks, Inc."
171863,Momolu and Friends,2020-03-05,,https://www.mobygames.com/game/171863/momolu-and-friends/,"Android, iPad, Nintendo Switch, iPhone","Educational, Pre-school / toddler, Licensed, 3rd-person (Other), Fixed / flip-screen, Mini-games, Point and select",Ferly Oy,"QubicGames S.A., Koukoi Games Oy"
150675,Morphy!,2015-09-24,,https://www.mobygames.com/game/150675/morphy/,"Browser, iPad, Android","Action, Adventure, Sci-fi / futuristic, Educational, Real-time, Side view, Platform, Ecology / nature, 3rd-person (Other), 2D scrolling, Space flight, Direct control",Smithsonian Science Education Center,Smithsonian Institution
124010,Music Inc,2014-02-05,,https://www.mobygames.com/game/124010/music-inc/,"iPhone, iPad, Android","Simulation, Educational, Managerial / business simulation, Meditative / Zen, Mini-games, Point and select",UK Music,UK Music
38757,My Chinese Coach,2008-08-26,,https://www.mobygames.com/game/38757/my-chinese-coach/,"Nintendo DS, iPad","1st-person, Educational, Foreign language",Sensory Sweep Studios,Ubisoft Entertainment SA
102039,My Little Pony: Best Pet,2014-06-04,,https://www.mobygames.com/game/102039/my-little-pony-best-pet/,"iPhone, iPad, Android","Educational, Reading / writing, Licensed, Interactive book","Graphite Lab, LLC",PlayDate Digital Inc.
102038,My Little Pony: Cutie Pox,2015-01-29,,https://www.mobygames.com/game/102038/my-little-pony-cutie-pox/,"iPhone, Android, iPad","Educational, Reading / writing, Licensed, Interactive book","Graphite Lab, LLC",PlayDate Digital Inc.
106032,My Little Pony: Equestria Games,2016-11-03,,https://www.mobygames.com/game/106032/my-little-pony-equestria-games/,"iPhone, iPad","Educational, Reading / writing, Licensed, 3rd-person (Other), Interactive book",Ruckus Media Group,"Hasbro, Inc."
102042,My Little Pony: Party of One,2013-09-18,,https://www.mobygames.com/game/102042/my-little-pony-party-of-one/,"Android, iPad, iPhone","Educational, Reading / writing, Licensed, Interactive book","Graphite Lab, LLC",PlayDate Digital Inc.
102036,My Little Pony: Pinkie Pie's Sister,2015-04-02,,https://www.mobygames.com/game/102036/my-little-pony-pinkie-pies-sister/,"iPhone, iPad, Android","Educational, Reading / writing, Licensed, Interactive book","Graphite Lab, LLC",PlayDate Digital Inc.
102041,My Little Pony: Power Ponies,2014-07-17,,https://www.mobygames.com/game/102041/my-little-pony-power-ponies/,"iPad, Android, iPhone","Educational, Reading / writing, Licensed, Interactive book","Graphite Lab, LLC",PlayDate Digital Inc.
106009,My Little Pony: Rarity Loves Fashion,2014-01-03,,https://www.mobygames.com/game/106009/my-little-pony-rarity-loves-fashion/,"iPhone, iPad","Educational, Reading / writing, Licensed, 3rd-person (Other), Interactive book",Ruckus Media Group,"Hasbro, Inc."
102040,My Little Pony: The Movie,2017-09-27,,https://www.mobygames.com/game/102040/my-little-pony-the-movie/,"iPad, Android, iPhone","Educational, Reading / writing, Licensed, Interactive book","Graphite Lab, LLC",PlayDate Digital Inc.
102037,My Little Pony: Trick or Treat,2014-10-15,,https://www.mobygames.com/game/102037/my-little-pony-trick-or-treat/,"iPhone, Android, iPad","Educational, Reading / writing, Licensed, Interactive book","Graphite Lab, LLC",PlayDate Digital Inc.
38760,My Spanish Coach,2007-11-06,,https://www.mobygames.com/game/38760/my-spanish-coach/,"iPhone, Nintendo DS, PSP","Educational, Foreign language",Sensory Sweep Studios,Ubisoft Entertainment SA
53965,My Stop Smoking Coach: Allen Carr's EasyWay,2008-11,,https://www.mobygames.com/game/53965/my-stop-smoking-coach-allen-carrs-easyway/,"Nintendo DS, J2ME, Android, iPhone","Educational, Licensed, Health / nutrition","AMA Romania Srl, Ubisoft Quebec City Studio","Advanced Mobile Applications Ltd, Gameloft S.A., Ubisoft Entertainment SA"
157325,National Giraffic,2015-03-23,,https://www.mobygames.com/game/157325/national-giraffic/,"iPhone, iPad, Android","Educational, Geography, Fixed / flip-screen, Point and select",FunBox,Piu-Piu LT UAB
165971,Nature Matters,2020-04-15,,https://www.mobygames.com/game/165971/nature-matters/,"iPhone, Nintendo Switch, iPad","Adventure, Educational, Ecology / nature, Puzzle, Diagonal-down, 2D scrolling, Point and select",Digital Melody,"Ultimate Games S.A., Digital Melody"
163232,NewsFeed Defenders,2018-10-03,,https://www.mobygames.com/game/163232/newsfeed-defenders/,"iPad, Android, Browser","Simulation, 1st-person, Educational, Managerial / business simulation, Sociology, Turn-based, Fixed / flip-screen, Contemporary","Filament Games, LLC","iCivics, Inc."
148829,NFL Rush GameDay Heroes,2015-02-26,,https://www.mobygames.com/game/148829/nfl-rush-gameday-heroes/,"iPhone, iPad, Android","Action, Sports, Educational, Football (American), Licensed, 3rd-person (Other), Mini-games, Point and select, Direct control","Jumpstart Games, Inc., Jumpstart Games Pvt Ltd","Jumpstart Games, Inc."
160613,NFL Rush Heroes & Rivals,2014-11-26,,https://www.mobygames.com/game/160613/nfl-rush-heroes-rivals/,"iPad, Android, Windows Apps, iPhone","Sports, Educational, Football (American), Licensed, 3rd-person (Other), Mini-games, RPG elements, Direct control, Menu structures","Jumpstart Games, Inc., Jumpstart Games Pvt Ltd","Knowledge Adventure, Inc."
194694,Nightmare: Malaria,2013-12-03,,https://www.mobygames.com/game/194694/nightmare-malaria/,"Android, iPhone, iPad","Action, Educational, Side view, Platform, Puzzle elements, Fantasy, Health / nutrition, 2D scrolling, Direct control",Psyop Games,"Psyop, Inc."
190096,NIHCC Treasure Tour,2021-09-27,,https://www.mobygames.com/game/190096/nihcc-treasure-tour/,"Browser, iPhone, iPad, Android","Educational, 3rd-person (Other), Mini-games, Healthcare, Point and select, Contemporary",BreakAway Games Ltd.,"NIH Clinical Center, BreakAway Games Ltd."
105290,Nisse Playful,2013-03-07,,https://www.mobygames.com/game/105290/nisse-playful/,"Macintosh, iPhone, iPad, Android","Educational, Math / logic, Pre-school / toddler, Fantasy, 3rd-person (Other)",Morningdew Media AB,Morningdew Media AB
82411,NoteBlaster,2016-12-13,,https://www.mobygames.com/game/82411/noteblaster/,"iPhone, iPad","Action, Sci-fi / futuristic, Educational, Real-time, Side view, Shooter, Music, Music / rhythm, Turn-based, 2D scrolling, Space flight, Direct control",Collinator Studios Inc.,Collinator Studios Inc.
70687,Notespace Beat,2014-12-04,,https://www.mobygames.com/game/70687/notespace-beat/,"iPad, Android","Sci-fi / futuristic, Educational, Music, Music / rhythm, 3rd-person (Other)",Collective Mass,Amorse Inc.
159715,Nothing to Declare,2018-09-03,,https://www.mobygames.com/game/159715/nothing-to-declare/,"iPad, Android, iPhone","Simulation, Educational, Real-time, Fixed / flip-screen, Menu structures","Flying Squirrel Games, Ltd.","Flying Squirrel Games, Ltd."
142346,Nuclear: The Periodic Table of Elements,2018-02-18,,https://www.mobygames.com/game/142346/nuclear-the-periodic-table-of-elements/,"Oculus Go, iPad, Android, iPhone","1st-person, Educational, Science, Puzzle, Point and select, Motion control","Escapist Games Limited, Future Tech Labs Limited","Escapist Games Limited, Escape Velocity Limited"
116086,Numbala,2018-07-12,,https://www.mobygames.com/game/116086/numbala/,"Nintendo Switch, iPhone, Android, iPad","Action, Sci-fi / futuristic, Educational, Side view, Shooter, Math / logic, 2D scrolling",Neurodio Sp. z o. o.,Neurodio Sp. z o. o.
168397,Number Delver,2020-08-14,,https://www.mobygames.com/game/168397/number-delver/,"iPad, Android, iPhone","Action, Sci-fi / futuristic, Arcade, Educational, Math / logic, Diagonal-down, Fixed / flip-screen, Direct control","Hackranch, LLC","Hackranch, LLC"
219397,Of Two Minds,2024-02-03,,https://www.mobygames.com/game/219397/of-two-minds/,"iPad, iPhone","1st-person, Educational, Full Motion Video (FMV), Puzzle, Point and select","Burgeon & Flourish, LLC","Burgeon & Flourish, LLC"
128465,"Oh, My Word! Free",2011-07-09,,https://www.mobygames.com/game/128465/oh-my-word-free/,"iPhone, iPad","Arcade, Educational, Text-based / Spreadsheet",Mobile Pie Ltd.,Mobile Pie Ltd.
79907,One Drop of Life,2015-04-17,,https://www.mobygames.com/game/79907/one-drop-of-life/,"Windows Apps, iPad, Android, Windows Phone, iPhone","Action, Educational, Side view, Ecology / nature, 2D scrolling",Sticky Studios BV,"ONE DROP Foundation, Inc."
111587,Osmo Coding Awbie,2016-05-25,,https://www.mobygames.com/game/111587/osmo-coding-awbie/,"iPad, iPhone","Educational, Puzzle, Diagonal-down, 2D scrolling","Tangible Play, Inc.","Tangible Play, Inc."
111589,Osmo Coding Duo,2017-11-30,,https://www.mobygames.com/game/111589/osmo-coding-duo/,"iPhone, iPad","Educational, Puzzle, Diagonal-down, 2D scrolling, Multiple units/characters control","Tangible Play, Inc.","Tangible Play, Inc."
111588,Osmo Coding Jam,2017-05-11,,https://www.mobygames.com/game/111588/osmo-coding-jam/,"iPhone, iPad","Educational, Music / rhythm, Diagonal-down, Fixed / flip-screen","Tangible Play, Inc.","Tangible Play, Inc."
111604,Osmo Numbers Toybox,2018-02-17,,https://www.mobygames.com/game/111604/osmo-numbers-toybox/,iPad,"Educational, Math / logic, 3rd-person (Other)","Tangible Play, Inc.","Tangible Play, Inc."
111611,Osmo Pizza Co.,2016-11-01,,https://www.mobygames.com/game/111611/osmo-pizza-co/,"iPhone, iPad","Educational, Managerial / business simulation, Math / logic, Diagonal-down","Tangible Play, Inc.","Tangible Play, Inc."
55661,Panarchy Fling,2012-04-25,,https://www.mobygames.com/game/55661/panarchy-fling/,"Android, iPad, iPhone, Fire OS","Action, Educational, Pinball, Geography, Diagonal-down",MNE Creations Ltd,MNE Creations Ltd
61525,Panda Spin Hero,2013-06-26,,https://www.mobygames.com/game/61525/panda-spin-hero/,"iPad, Android, iPhone","Action, Educational, Pinball, Ecology / nature, 3rd-person (Other)",MNE Creations Ltd,"MNE Creations Ltd, NDV Consulting LLC"
163284,PBS KIDS Games,2016-04-27,,https://www.mobygames.com/game/163284/pbs-kids-games/,"iPad, Android, iPhone","Action, Adventure, Simulation, Arcade, Educational, Real-time, Side view, Flight / aviation, Puzzle elements, Math / logic, Reading / writing, Meditative / Zen, Compilation, Graphics / art, Licensed, Science, Music / rhythm, Puzzle, 3rd-person (Other), 2D scrolling, Fixed / flip-screen, City building / construction simulation, Mini-games, Space flight, Word construction, Point and select, Automobile, Prehistoric, Transport, Contemporary, North America",,PBS Kids
124134,Pearl Diver,2009-11-05,,https://www.mobygames.com/game/124134/pearl-diver/,"iPad, Browser, iPhone","Educational, Side view, Math / logic",New Mexico State University Learning Games Lab,New Mexico State University Learning Games Lab
80116,Peekaboo Barn,2008-09-23,,https://www.mobygames.com/game/80116/peekaboo-barn/,"iPhone, iPad, Android","Educational, Pre-school / toddler, Ecology / nature, 3rd-person (Other)","Night & Day Studios, Inc.","Night & Day Studios, Inc."
94847,Peekaboo Forest,2010-12-18,,https://www.mobygames.com/game/94847/peekaboo-forest/,"iPad, iPhone","Educational, Pre-school / toddler, Ecology / nature, 3rd-person (Other), Point and select","Night & Day Studios, Inc.","Night & Day Studios, Inc."
94849,Peekaboo Trick or Treat,2012-09-26,,https://www.mobygames.com/game/94849/peekaboo-trick-or-treat/,"iPad, iPhone","Educational, Pre-school / toddler, 3rd-person (Other), Point and select","Night & Day Studios, Inc.","Night & Day Studios, Inc."
94848,Peekaboo Wild,2009-10-22,,https://www.mobygames.com/game/94848/peekaboo-wild/,"iPad, iPhone","Educational, Pre-school / toddler, Ecology / nature, 3rd-person (Other), Point and select","Night & Day Studios, Inc.","Night & Day Studios, Inc."
